Doctor_English,Patient_Yoruba,Clinical_Translation_English,diacritic_risk
Have you vomited anything that looked like coffee grounds or bright red blood?,"Bẹ́ẹ̀ ni, ohun tó dà bíi ilẹ̀ kọfì ni mo ègbọn. Àwọ̀ dudu-pupa ló wà nínú rẹ̀.","Haematemesis with coffee-ground vomitus indicating digested blood from an upper gastrointestinal source, most likely peptic ulcer disease or oesophageal varices in the context of liver disease.",LOW
Have you been having any pain under your right shoulder blade after eating a heavy meal?,Ẹ̀hin ìhà ọ̀tún mi ń dùn lẹ́yìn oúnjẹ tó lera. Ó ń tan sínú èjìká mi ọ̀tún. O ti ń ṣẹlẹ̀ fún oṣù méjì.,"Right subscapular pain after meals with shoulder radiation consistent with biliary colic from cholelithiasis, the referred pain pathway via the right phrenic nerve, requiring abdominal ultrasound and surgical cholecystectomy referral.",LOW
"Do you feel any pain in your chest when you cough, and does it feel different from your usual discomfort?","Bẹ́ẹ̀ ni, nígbà tí mo bá ń gbẹ̀ ikọ́, irora tuntun ń wáyé ní ẹ̀gbẹ́ àyà mi. Ó yàtọ̀ sí irora tí mo ti mọ̀.","Pleuritic chest pain occurring exclusively with coughing and distinct from the patient's baseline discomfort, suggesting pleural involvement possibly secondary to pneumonia, pulmonary embolism, or pleuritis.",LOW
"Have you noticed any painless sore on your skin that has not healed, particularly on your leg or foot?","Ọgbẹ́ kéékèéké kan wà ní ẹsẹ̀ mi tó wà fún oṣù méjì. Kò ń dùn rárá, kò sì ń sàn bí mo tilẹ̀ pa ọ̀gbọ̀ mọ́ ọn.","Chronic painless lower limb ulcer of two months duration without healing despite wound dressing, the clinical presentation of a Buruli ulcer caused by Mycobacterium ulcerans or a neuropathic diabetic foot ulcer, both requiring specialised wound care.",LOW
Have you been experiencing any yellowing of your skin or eyes since you started your new tablets?,Awọ ara mi àti ojú mi ti bẹ̀rẹ̀ sí di pàálu díẹ̀ ní ọ̀sẹ̀ mẹ́ta lẹ́yìn tí mo bẹ̀rẹ̀ oògùn tuntun. Kò sí irora.,"Drug-induced jaundice three weeks after a new medication requiring immediate liver function tests, consideration of drug hepatotoxicity, and cessation or substitution of the causative agent.",LOW
Have you been told you have an irregular heartbeat and do you know what type it is?,Dọ́kítà sọ pé ọkàn mi kò ń lu déédéé ní ọdún méjì sẹ́yìn. Ko ṣàlàyé irú rẹ̀. Mo ń mu aspirin nìkan.,"Undisclosed cardiac arrhythmia without anticoagulation beyond aspirin, potentially atrial fibrillation with inadequate stroke prevention, requiring ECG, Holter monitor, and CHA2DS2-VASc risk scoring for anticoagulant decision-making.",LOW
Have you been having any new floaters or a curtain across your vision?,Mo rí àwọn nǹkan tuntun tó ń fò nínú ojú mi ọ̀tún àti ìhà ìsàlẹ̀ ojú mi di òkùnkùn. O wáyé lójijì ní àárọ̀ ọjọ́ kẹrin.,Sudden floaters with an inferior visual field defect constituting the retinal detachment emergency triad requiring same-day ophthalmological assessment and surgical intervention.,LOW
"Is the back pain a dull constant ache, or does it shoot down your leg like an electric shock?",Irora máa ń tẹ̀lé ọ̀nà iṣan ẹsẹ̀ mi bíi ìgbóná onítànná tó ń rọ láti ẹ̀hin wá sí ìpẹ̀sẹ̀ mi.,"Radicular pain shooting along the sciatic nerve distribution from the back to the foot with an electric shock quality, neurogenic in character and distinguishing lumbar disc herniation with nerve root compression from non-specific mechanical back pain.",LOW
"Did the confusion start before or after the fall, or is it impossible to say which came first?","Ó ṣubú lójijì, lẹ́yìn náà ní ìdàrúdàpọ̀. Ṣùgbọ́n ìyàwó rẹ̀ sọ pé ó ti ń sọ àwọn ọ̀rọ̀ àjèjì ṣáájú ìṣubú.","Pre-fall confusion confirmed by the spouse, establishing that the cognitive impairment preceded rather than resulted from the fall, a critical temporal distinction that redirects the diagnosis toward a primary neurological or metabolic cause of the fall.",LOW
"With the chest pain, have you had sweating, nausea, or pain going into your jaw or left arm?","Bẹ́ẹ̀ ni, mo gbó lọ́pọ̀lọpọ̀ àti ríru wáyé papọ̀ pẹ̀lú irora àyà. Ẹ̀gbẹ́ ẹrẹ̀kẹ́ mi òsì tún ń dùn.","Diaphoresis, nausea, and left jaw pain accompanying chest pain, constituting the autonomic and referred pain features of acute myocardial infarction, warranting immediate twelve-lead ECG, cardiac troponin, and primary PCI activation.",LOW
Do you feel a sensation of food sticking in your chest after you swallow?,"Nígbà tí mo bá gbé oúnjẹ, ó máa ń dúró ní àárín àyà mi bí ẹni pé kò ń lọ sísàlẹ̀.","Oesophageal food bolus sensation at the mid-sternal level following deglutition, consistent with oesophageal dysmotility, stricture, or malignancy requiring endoscopic evaluation.",LOW
"Is the abdominal swelling localised or generalised, and is it associated with pain, nausea, or delayed menstruation?",Irora ìdọ̀tí ní apá ìsàlẹ̀ ikùn ni mo ní. Oṣù mi pẹ̀ẹ̀ fún ọjọ́ àádọ́ta. Mo ń bì àti ríru.,"Lower abdominal pain with localised distension, associated with amenorrhoea for approximately fifty days, nausea, and vomiting. Ectopic pregnancy must be excluded.",LOW
"Have you been experiencing episodes of very high blood pressure, sweating, and pounding headache together?","Ní ìgbà-ìgbà, orí mi máa ń fọ̀ gan-an, ara mi ń gbó, àti ọkàn mi ń lu yára yára papọ̀. Ó máa ń pẹ́ fún ìṣẹ́jú díẹ̀.","Episodic hypertensive crises with diaphoresis and pounding headache forming the classic triad of phaeochromocytoma, requiring twenty-four hour urinary catecholamine and metanephrine measurement and adrenal imaging.",LOW
"Have you received your routine adult booster vaccinations, such as tetanus, in the last ten years?",Mi ò ṣe àjesara kankan rí lẹ́yìn ìgbà ìkọ́lé. Mo ń ṣiṣẹ́ ní oko tí àwọn ọgbẹ́ máa ń ṣẹlẹ̀ lẹ́ẹ̀kọ̀ọ̀kan.,"No adult booster vaccination in a farmer with regular skin injury risk and no tetanus immunisation since childhood, indicating complete loss of protective immunity and the urgent need for tetanus toxoid booster and wound management protocol education.",LOW
"How long does each episode of palpitation last — seconds, minutes, or longer?",Ọkàn mi máa ń lu yára yára fún ìṣẹ́jú márùn-ún sí mẹ́wàá. Lẹ́yìn náà ó máa ń padà sí ìwọ̀n àárọ̀.,"Paroxysmal palpitations lasting five to ten minutes with spontaneous termination, consistent with supraventricular tachycardia or paroxysmal atrial fibrillation.",LOW
"Does the chest pain happen at any particular time — after meals, at rest, or only at night?",Irora àyà mi máa ń wáyé ní àárọ̀ alẹ́ nígbà tí mo bá fẹ́ sùn. Ó kò ń ṣẹlẹ̀ nígbà tí mo bá jẹun.,"Nocturnal chest pain unrelated to meals, raising concern for gastro-oesophageal reflux disease, variant angina, or musculoskeletal aetiology.",LOW
"Have you been snoring loudly at night, and has anyone told you that you stop breathing while asleep?","Ìyàwó mi sọ pé ìró ìrọ̀lẹ́ mi gbóná, àti pé ní ìgbà-ìgbà ó máa ń rí mi dáwọ̀ mí dúró fún ìṣẹ́jú díẹ̀.","Witnessed apnoeic episodes during sleep with loud snoring reported by the spouse, the hallmark features of obstructive sleep apnoea requiring polysomnography and assessment for cardiovascular complications and daytime somnolence.",LOW
"Do you have similar skin patches on your elbows, knees, or scalp?","Bẹ́ẹ̀ ni, ìpínpẹ̀lú mi àti orúkún mi ní àwọn ẹ̀gbọ̀n tó bo àwọ̀ funfun tí ó gbẹ. Orí mi tún máa ń gbẹ.","Psoriatic plaques on extensor surfaces of the elbows and knees with associated scalp involvement, constituting a classic distribution of plaque psoriasis requiring dermatological management.",LOW
"Have you been involved in any work requiring heavy lifting, and have you had any back injuries?",Iṣẹ́ mi nílò gbígbe àwọn àpótí tó wúwo lọ́pọ̀lọpọ̀ ní ọjọ́ kan. Mo gba ọgbẹ́ ẹ̀hin lẹ́ẹ̀mẹ́ta ní ọdún méjì.,"Recurrent occupational back injuries from manual handling over two years without formal lifting technique training, indicating a preventable workplace injury pattern requiring manual handling assessment, ergonomic intervention, and physiotherapy.",LOW
Have you been experiencing any visual floaters that have increased suddenly in the past few days?,"Mo ti máa ń rí àwọn nǹkan tó ń fò nínú ojú mi ṣùgbọ́n ní ọjọ́ méjì sẹ́yìn, wọ́n pọ̀ sí i lójijì. Ìmọ̀lẹ̀ tún ń yọ̀ ní etí ojú mi.",Sudden increase in floaters with photopsia constituting an emergency requiring same-day retinal assessment to exclude posterior vitreous detachment complicated by retinal tear.,LOW
"Did the personality change come on after a period of stress, or gradually without any obvious trigger?",Àṣà ìwà ọkọ mi yí padà lẹ́yìn tí ó pada sí ilé lẹ́yìn àwọn ọdún iṣẹ́ ológun. Ko sí ìṣẹlẹ̀ pàtàkì kan tó ṣáájú rẹ̀.,"Post-military service personality change without a discrete precipitating incident suggesting subthreshold or undiagnosed post-traumatic stress disorder, moral injury, or traumatic brain injury from deployment, requiring detailed trauma history and neuropsychological assessment.",LOW
"Have you ever been told your liver enzymes are raised, and have you been investigated for the cause?",Ìdánwò ẹjẹ̀ mi fihàn pé ẹ̀dọ̀ mi ni ìṣòro ní ọdún kan sẹ́yìn. Kò sí ẹni tó ṣe ìdánwò mìíràn. Mo kò mu ọtí.,"Elevated liver enzymes without investigation in a non-drinker, requiring hepatitis B and C serology, autoimmune hepatitis panel, iron studies for haemochromatosis, ceruloplasmin for Wilson's disease, and abdominal ultrasound for fatty liver disease.",LOW
Have you been experiencing any numbness or tingling in your hands or feet?,"Ọwọ́ mi méjèèjì ń hu bí ẹni pé àbẹ̀rẹ̀ ń gún wọn, pàápàá jù lọ ní àárọ̀. Ẹsẹ̀ mi tún máa ń pẹ̀ lẹ́ẹ̀kọ̀ọ̀kan.","Bilateral symmetrical distal paraesthesia in the hands and intermittent lower limb involvement, consistent with a peripheral neuropathy pattern seen in diabetes mellitus, vitamin B12 deficiency, or alcohol-related neuropathy.",LOW
"Are you currently homeless or in insecure housing, and does this affect your ability to store medication safely?",Mo ń gbé nínú yàrá tí mo máa ń yí padà fún oṣù mẹ́fà. Kò sí ibi tó dára láti fi oògùn mi pamọ́. Mo tún ń padà ibi tí mo ń jẹun.,"Housing insecurity with rotational accommodation and inability to store temperature-sensitive or controlled medications safely, directly compromising treatment adherence and requiring social housing referral and community pharmacy blister pack dispensing arrangement.",LOW
"Have you eaten any undercooked meat, unwashed vegetables, or untreated water recently?",Mo jẹ ẹran aguntan tí kò dára dáradára ní ọjọ́ mẹ́ta sẹ́yìn. Omi kanga ni mo máa ń mu ní abúlé wa.,"Recent ingestion of undercooked mutton and consumption of untreated well water, raising concern for enteric infections including typhoid fever, brucellosis, non-typhoidal salmonellosis, or intestinal parasitosis.",LOW
Have you noticed any swelling at the back of your knee that is soft and fluctuant?,"Ìhà ẹ̀hin orúkún mi ọ̀tún ń wú, ó rọ nígbà tí a bá fi ọwọ́ kan rẹ̀. Ó ń bani lóru nígbà tí mo bá tẹ orúkún mi.","Posterior knee swelling that is soft and compressible, consistent with a popliteal cyst (Baker's cyst) often associated with intra-articular pathology such as meniscal tear or osteoarthritis requiring knee MRI.",LOW
"Has the child been wetting the bed at night, even though they were previously dry?",Ọmọ mi ọdún mẹ́jọ ti padà sí sísọ ito nínú ibùsùn rẹ̀ ní alẹ́ lẹ́yìn ọdún méjì tí ó ṣe dáadáa. Ó bẹ̀rẹ̀ lẹ́yìn ìgbà tí a bí ọmọ tuntun.,"Secondary nocturnal enuresis following the birth of a sibling in a previously continent eight-year-old, suggesting a psychosocial stressor response rather than primary enuresis, requiring family assessment and regression management alongside enuresis treatment.",LOW
Have you been told you are anaemic during pregnancy and are you on iron supplements?,Dọ́kítà ìbímọ sọ pé ẹjẹ̀ mi kéré ní oṣù kẹfà oyún mi. Ìrọ̀bí irin ń mú ikùn mi ṣòro gan-an. Mo ti dáwọ̀ mu.,"Third-trimester iron deficiency anaemia with self-discontinued iron due to intolerance, creating foetal growth restriction and peripartum haemorrhage risk.",LOW
Have you been experiencing any pain during or after sex that has been affecting your relationship?,Ìbálọpọ̀ ń ṣe mí irora fún oṣù mẹ́fà. Ó ń nípa lórí ìbálọpọ̀ wa. Ọkọ mi mọ̀ ṣùgbọ́n a kò sọ̀rọ̀ nípa rẹ̀.,"Dyspareunia causing relationship strain requiring examination for endometriosis, pelvic inflammatory disease, vaginismus, and atrophic vaginitis with appropriate referral.",LOW
