"Doctor_English","Patient_Yoruba","Clinical_Translation_English"
"Have you been seen by a specialist before for this condition, and were you given any treatment plan?","Mo lọ sí dọ́kítà àgbà fún àrùn ẹ̀gbẹ̀ mi ní ọdún méjì sẹ́yìn. Ó fún mi ní ètò ìtọ́jú ṣùgbọ́n mi ò tẹ̀lé e.","Specialist-devised management plan from two years ago not adhered to by the patient, requiring exploration of the barriers to adherence — which may include cost, side effects, health beliefs, or complexity — before repeating the referral cycle."
"Have you been told you need a joint replacement, and what has stopped you from having the operation?","Dọ́kítà sọ pé a nílò láti rọ́pò ìpín orúkún mi fún ọdún kan ṣùgbọ́n mi ò fẹ́ iṣẹ́ abẹ. Mo bẹ̀rù iṣẹ́ abẹ àti mo gbà pé ìdárayá yóò ràn mí lọ́wọ́.","Declined joint replacement surgery due to surgical fear and belief in conservative management, requiring a structured shared decision-making conversation addressing surgical risks and benefits, anaesthetic options, and the comparative evidence between surgical and conservative management."
"Have you ever had a serious infection after a medical procedure, such as wound infection or sepsis?","Lẹ́yìn iṣẹ́ abẹ ìdọ̀tí mi ní ọdún méjì sẹ́yìn, ọgbẹ́ mi ń jẹ̀ ẹjẹ̀ fún ọ̀sẹ̀ méjì. Wọ́n sọ pé ó jẹ́ àkóràn. A gbé mi wọ ilé ìwòsàn padà.","Post-operative wound infection requiring readmission following a previous abdominal procedure, a relevant surgical history indicating possible methicillin-resistant organism colonisation, immunodeficiency, or diabetes as risk factors requiring MRSA screening before planned surgery."
"Have you recently had a fall at home that you did not tell anyone about because you were embarrassed?","Bẹ́ẹ̀ ni, mo ṣubú nínú ìwẹ̀ ní ọ̀sẹ̀ mẹ́ta sẹ́yìn. Mo kò sọ fún ẹnikẹ́ni nítorí ìdọ̀tí. Mo dúró lórí ilẹ̀ fún wákàtí méjì kí ó tó lè dìde.","Undisclosed fall at home with a two-hour period of being unable to rise, indicating a long lie which is associated with dehydration, pressure injury, hypothermia, and rhabdomyolysis, requiring assessment for these complications alongside formal falls risk evaluation."
"Has anyone spoken to you about what would happen to your care if your heart stopped — would you want resuscitation attempted?","Kò sí ẹni tó sọ̀rọ̀ pẹ̀lú mi nípa ìyẹn. Ó jẹ́ ìbéèrè tó ṣeni lẹ́nu. Mo fẹ́ gbogbo ohun tí wọ́n lè ṣe láti gba mi là.","No prior DNACPR discussion in a patient with serious illness who expresses a wish for full resuscitation, requiring a sensitive goals-of-care conversation to explore this wish in the context of the clinical prognosis, likely outcomes of CPR, and the patient's values and priorities."
"Has the child been immunised against meningitis, and has there been any case in the school recently?","Àjesara ọpọlọ àárọ̀ kò sí nínú ìwé àjesara ọmọ mi. Ọmọ kan ní kíláàsì rẹ̀ ti ní àrùn tó jọra ní ọ̀sẹ̀ méjì sẹ́yìn.","Unvaccinated child with recent school-based meningococcal contact, requiring urgent chemoprophylaxis assessment, immediate vaccination, and parental education on danger signs warranting emergency attendance."
"Is the child passing urine normally, and have you noticed any swelling around the eyes in the morning?","Ojú ọmọ mi máa ń wú ní àárọ̀ owúrọ̀ fún ọ̀sẹ̀ méjì. Ito rẹ̀ tún ti di rórò. Mo ti rí ẹ̀jẹ̀ nínú rẹ̀ lẹ́ẹ̀kan.","Periorbital oedema with haematuria in a child constituting the classic presentation of post-streptococcal glomerulonephritis or nephrotic syndrome, requiring urine protein, creatinine, complement levels, and ASOT."
"Has the child been snoring loudly and mouth breathing, and has the school said they are inattentive?","Ọmọ mi ń ṣe ìró ìrọ̀lẹ́ gan-an tó ń jí mi dìde. Ó ń mí nípasẹ̀ ẹnu ní ọjọ́-ọjọ́. Olùkọ́ rẹ̀ sọ pé kò ṣe àfikún mọ́.","Paediatric obstructive sleep apnoea with adenotonsillar hypertrophy causing nocturnal snoring, obligate mouth breathing, and school inattention consistent with sleep-related neurocognitive impairment, requiring tonsillectomy and adenoidectomy assessment."
"Has your child ever had a blood glucose test, and do any of your close relatives have diabetes?","Bàbá ọmọ mi àti ẹ̀gbọ́n mi méjì ní àtọ̀gbẹ̀. Ọmọ mi kò tíì ṣe ìdánwò suga kankan rí bí ó tilẹ̀ jẹ́ pé ó ti pọ̀ sí i àti ń fẹ omi lọ́pọ̀lọpọ̀.","Paediatric patient with strong family history of type 2 diabetes, weight gain, and polydipsia, requiring fasting glucose, HbA1c, and oral glucose tolerance test to exclude type 2 diabetes in an obese child with multiple risk factors."
"Has the baby been crying inconsolably for more than three hours a day for no apparent reason?","Ọmọ ikoko mi ń sọkún fún wákàtí mẹ́ta tàbí mẹ́rin ní ọjọ́ kan láìsí ìdí. A ti gbìyànjú gbogbo ohun ṣùgbọ́n kò dáwọ̀.","Infantile colic with excessive inconsolable crying exceeding three hours daily, a diagnosis of exclusion requiring assessment to rule out intussusception, hair tourniquet, corneal abrasion, incarcerated hernia, and non-accidental injury before attributing to functional colic."
"Has the child been having any muscle cramps or twitching, particularly after illness with vomiting and diarrhoea?","Lẹ́yìn ìgbẹ́ gbuuru àti ègbọn ọmọ mi, iṣan ara rẹ̀ bẹ̀rẹ̀ sí mì. Ó ń sọkún àti ọwọ́ rẹ̀ ń gúnjú ní ìgbà-ìgbà.","Post-gastroenteritis muscle cramps and carpopedal spasm indicating electrolyte derangement, particularly hypocalcaemia or hypomagnesaemia secondary to diarrhoeal losses, requiring urgent electrolyte panel and correction."
"Has the child lost a significant amount of weight recently despite eating normally?","Ọmọ mi jẹun dáradára ṣùgbọ́n ó ti tẹ̀nìí ní oṣù méjì. Ó tún máa ń rẹ̀ àti ní ìbà kéékèéké ní ìgbà-ìgbà.","Unexplained weight loss in a child despite adequate oral intake with fatigue and low-grade fever, raising concern for malignancy, tuberculosis, inflammatory bowel disease, or undiagnosed diabetes, requiring thorough systemic evaluation."
"Has your child ever had a seizure related to a high fever before, and has it happened more than once?","Ọmọ mi ti gbọn nítorí ibà lẹ́ẹ̀mẹ́rin ní ọdún méjì. Lẹ́ẹ̀kan, ó gbọn fún ìṣẹ́jú mẹ́wàá tó ń bani lóru.","Recurrent febrile seizures with one prolonged episode exceeding five minutes, meeting criteria for complex febrile seizures requiring EEG, MRI brain, and paediatric neurology assessment to exclude structural pathology and determine anticonvulsant prophylaxis need."
"Does the child frequently complain of growing pains at night in their legs, and does rubbing help?","Ọmọ mi máa ń ji ní alẹ́ ó ń sọkún pé ẹsẹ̀ rẹ̀ ń dùn. Nígbà tí mo bá fọwọ́ pa ẹsẹ̀ rẹ̀, ó máa ń dára. Ko ń wáyé ní ọ̀sán.","Bilateral nocturnal leg pain relieved by massage in a school-aged child without daytime symptoms, consistent with benign growing pains, but requiring clinical assessment to exclude leukaemia, juvenile arthritis, or stress fracture before this diagnosis is accepted."
"Has the child had an eye test at school, and were they told they need glasses or that one eye is lazy?","Ìdánwò ojú ní ilé ẹ̀kọ́ fihàn pé ojú ọsì ọmọ mi àìlera. Wọ́n fún wa ní lẹ́tà ṣùgbọ́n a kò lọ dọ́kítà ojú.","School vision screening identifying unilateral visual impairment with failure to attend ophthalmological follow-up, creating risk for amblyopia from untreated refractive error, strabismus, or anisometropia during the critical developmental window requiring immediate orthoptic assessment."
"Has the child been having difficulty reading or keeping up with schoolwork since starting school?","Ọmọ mi ń ṣàkíyèsí ìkọ̀wé àti kíkà lórí. Ó ń lo ìgbà pípẹ́ ju àwọn ọmọ mìíràn lọ ṣùgbọ́n kò máa ń parí. Wọ́n sọ pé ó ń yẹra fún kíkà.","Learning difficulty with disproportionate effort required for reading, avoidance behaviour, and failure to complete written work, consistent with dyslexia or a specific learning disorder, requiring psychoeducational assessment and individualised educational support."
"Has anyone told you that your child holds a pencil or scissors differently from other children?","Olùkọ́ sọ pé ọmọ mi ń mu ìpẹ̀ àti ọbẹ gígé ní àwọn ọwọ́ méjèéjì ní ìgbà-ìgbà. Ó ṣì ń lo ọwọ́ òsì àti ọ̀tún lẹ́ẹ̀kọ̀ọ̀kan.","Mixed handedness with non-dominant pencil grip noted by teachers, potentially indicating an underlying fine motor developmental disorder, mild hemiplegia, or developmental coordination disorder requiring occupational therapy and neurological assessment."
"Has the child been unusually thirsty and urinating frequently, and has there been any bedwetting recently?","Ọmọ mi fẹ omi tó pọ̀ gan-an fún ọ̀sẹ̀ méjì. Ó ń ṣe ito lọ́pọ̀lọpọ̀ àti sọ ito nínú ibùsùn lẹ́ẹ̀mẹ́fà ní ọ̀sẹ̀ kan.","The triad of polydipsia, polyuria, and secondary enuresis over two weeks in a child is a type 1 diabetes presentation until proven otherwise, requiring immediate capillary glucose measurement and urgent paediatric admission for fluid and insulin management."
"Has the child had any episodes of pale skin, fast breathing, and extreme tiredness that resolved on their own?","Lẹ́ẹ̀mẹ́ta ní ọdún yìí, ọmọ mi di funfun, mí rẹ̀ yára, ó sì di àárẹ̀ gan-an. Ó máa ń dára lẹ́yìn wákàtí díẹ̀.","Recurrent episodes of pallor, tachypnoea, and profound fatigue with spontaneous resolution in a child, consistent with haemolytic crises in sickle cell disease or G6PD deficiency, requiring haemoglobin electrophoresis and G6PD assay."
"Has the child been having any involuntary eye movements, unusual posturing, or episodes of stiffening?","Ọmọ mi máa ń da ara rẹ̀ bíi ìgbà-ìgbà, ojú rẹ̀ ń wo ní ẹ̀gbẹ́ kan. Ó ń dúró fún ìṣẹ́jú díẹ̀ lẹ́yìn náà ó máa ń padà.","Tonic eye deviation with abnormal posturing and brief episodes of altered awareness, consistent with focal seizures from a cortical epileptogenic focus, requiring EEG, MRI brain, and paediatric neurology review."
"Have you had any difficulty getting or maintaining an erection for more than three months?","Fún oṣù mẹ́fà, mo ti ń rí ìṣòro ní ìbálòpọ̀. Ó ń ṣe mí ìbànújẹ́ àti ó ti bẹ̀rẹ̀ sí nípa ìbálòpọ̀ wa.","Erectile dysfunction for six months with relationship impact, requiring assessment for vascular, neurological, hormonal, and psychological aetiologies including testosterone, lipid profile, fasting glucose, blood pressure, and validated IIEF questionnaire scoring."
"Have you had any abnormal bleeding between your periods or after sexual intercourse?","Ẹjẹ̀ máa ń jáde lẹ́yìn ìbálòpọ̀ fún oṣù mẹ́fà. Ó kéré ṣùgbọ́n ó ń ṣẹlẹ̀ gbogbo ìgbà. Mo bẹ̀rù.","Post-coital bleeding for six months, a red flag symptom for cervical carcinoma or severe cervicitis, requiring urgent speculum examination, cervical smear if overdue, biopsy of any visible lesion, and STI screening."
"Have you been told you have polycystic ovaries, and are you trying to manage your weight or hormones?","Dọ́kítà ojú omi fihàn pé ẹ̀yìn mi ní ọ̀pọ̀lọpọ̀ àpò omi kéékèéké. Mo ní àìdára oṣù àti irun orí mi ń bọ̀. Mo wúwo jù.","Polycystic ovarian syndrome with menstrual irregularity, androgenic alopecia, and obesity, requiring hormonal profile, fasting insulin, lipid screening, and structured lifestyle programme alongside pharmacological management of specific features."
"Have you had any investigations for recurrent miscarriages, and have you been referred to a specialist?","Mo ti sọ oyún nù lẹ́ẹ̀mẹ́ta ní ìdajì àkọ́kọ́ oyún. Dọ́kítà sọ pé a máa ń padà wá ṣùgbọ́n ko tọ́ka wa sí ibi tó péye.","Three consecutive first trimester losses without investigation or specialist referral, meeting criteria for recurrent miscarriage requiring antiphospholipid antibody testing, thrombophilia screen, parental karyotype, uterine cavity assessment, and endocrine evaluation."
"Have you experienced any pain or lumps in your testicles, and have you ever checked yourself regularly?","Mo rí èso kan nínú ìdọ̀tí ọ̀tún mi tí kò ń dùn fún oṣù kan. Mi ò mọ̀ pé àwọn ọkùnrin nílò ṣíṣe ìdánwò ara wọn.","Painless testicular lump of one month duration without prior self-examination education, a presentation consistent with testicular malignancy — the most common solid tumour in young men — requiring urgent scrotal ultrasound, tumour markers, and urology referral."
